Year,AC_Name,PC_Name,Party,Votes,Position
2021,TEHATTA,Krishnanagar,Others,29328.0,Others
2024,Tehatta,Krishnanagar,BJP,94589.0,Winner
2024,Tehatta,Krishnanagar,AITC,86233.0,Runner-Up
2024,Tehatta,Krishnanagar,Others,33170.0,Others
2009,Palashipara,Krishnanagar,AITC,56987.0,Winner
2009,Palashipara,Krishnanagar,CPM,54110.0,Runner-Up
2009,Palashipara,Krishnanagar,Others,34569.0,Others
2011,PALASHIPARA,Krishnanagar,CPM,73619.0,Winner
2011,PALASHIPARA,Krishnanagar,AITC,71967.0,Runner-Up
2011,PALASHIPARA,Krishnanagar,Others,14034.0,Others
2014,Palashipara,Krishnanagar,CPM,60074.0,Winner
2014,Palashipara,Krishnanagar,AITC,57130.0,Runner-Up
2014,Palashipara,Krishnanagar,Others,56939.0,Others
2016,PALASHIPARA,Krishnanagar,AITC,82127.0,Winner
2016,PALASHIPARA,Krishnanagar,CPM,76568.0,Runner-Up
2016,PALASHIPARA,Krishnanagar,Others,23865.0,Others
2019,Palashipara,Krishnanagar,AITC,95195.0,Winner
2019,Palashipara,Krishnanagar,BJP,59135.0,Runner-Up
2019,Palashipara,Krishnanagar,Others,33252.0,Others
2021,PALASHIPARA,Krishnanagar,AITC,110274.0,Winner
2021,PALASHIPARA,Krishnanagar,BJP,58938.0,Runner-Up
2021,PALASHIPARA,Krishnanagar,Others,34173.0,Others
2024,Palashipara,Krishnanagar,AITC,97667.0,Winner
2024,Palashipara,Krishnanagar,BJP,63567.0,Runner-Up
2024,Palashipara,Krishnanagar,Others,35498.0,Others
2009,Kaliganj,Krishnanagar,AITC,53189.0,Winner
2009,Kaliganj,Krishnanagar,CPM,46121.0,Runner-Up
2009,Kaliganj,Krishnanagar,Others,42117.0,Others
2011,KALIGANJ,Krishnanagar,AITC,74091.0,Winner
2011,KALIGANJ,Krishnanagar,RSP,56913.0,Runner-Up
2011,KALIGANJ,Krishnanagar,Others,25547.0,Others
2014,Kaliganj,Krishnanagar,AITC,57082.0,Winner
2014,Kaliganj,Krishnanagar,CPM,51807.0,Runner-Up
2014,Kaliganj,Krishnanagar,Others,67621.0,Others
2016,KALIGANJ,Krishnanagar,INC,85125.0,Winner
2016,KALIGANJ,Krishnanagar,AITC,83898.0,Runner-Up
2016,KALIGANJ,Krishnanagar,Others,17463.0,Others
2019,Kaliganj,Krishnanagar,AITC,99839.0,Winner
2019,Kaliganj,Krishnanagar,BJP,62611.0,Runner-Up
2019,Kaliganj,Krishnanagar,Others,32325.0,Others
2021,KALIGANJ,Krishnanagar,AITC,111696.0,Winner
2021,KALIGANJ,Krishnanagar,BJP,64709.0,Runner-Up
2021,KALIGANJ,Krishnanagar,Others,32974.0,Others
2024,Kaliganj,Krishnanagar,AITC,94018.0,Winner
2024,Kaliganj,Krishnanagar,BJP,63245.0,Runner-Up
2024,Kaliganj,Krishnanagar,Others,42410.0,Others
2009,Nakashipara,Krishnanagar,AITC,58903.0,Winner
2009,Nakashipara,Krishnanagar,CPM,48351.0,Runner-Up
2009,Nakashipara,Krishnanagar,Others,40986.0,Others
2011,NAKASHIPARA,Krishnanagar,AITC,79644.0,Winner
2011,NAKASHIPARA,Krishnanagar,CPM,63170.0,Runner-Up
2011,NAKASHIPARA,Krishnanagar,Others,20951.0,Others
2014,Nakashipara,Krishnanagar,AITC,63485.0,Winner
2014,Nakashipara,Krishnanagar,BJP,52897.0,Runner-Up
2014,Nakashipara,Krishnanagar,Others,64169.0,Others
2016,NAKASHIPARA,Krishnanagar,AITC,88032.0,Winner
2016,NAKASHIPARA,Krishnanagar,CPM,81782.0,Runner-Up
2016,NAKASHIPARA,Krishnanagar,Others,19271.0,Others
2019,Nakashipara,Krishnanagar,AITC,87893.0,Winner
2019,Nakashipara,Krishnanagar,BJP,82813.0,Runner-Up
2019,Nakashipara,Krishnanagar,Others,26098.0,Others
2021,NAKASHIPARA,Krishnanagar,AITC,104812.0,Winner
2021,NAKASHIPARA,Krishnanagar,BJP,83541.0,Runner-Up
2021,NAKASHIPARA,Krishnanagar,Others,21217.0,Others
2024,Nakashipara,Krishnanagar,AITC,90441.0,Winner
2024,Nakashipara,Krishnanagar,BJP,84342.0,Runner-Up
2024,Nakashipara,Krishnanagar,Others,29662.0,Others
2009,Chapra,Krishnanagar,AITC,71597.0,Winner
2009,Chapra,Krishnanagar,CPM,59349.0,Runner-Up
2009,Chapra,Krishnanagar,Others,20588.0,Others
2011,CHAPRA,Krishnanagar,AITC,77435.0,Winner
2011,CHAPRA,Krishnanagar,CPM,74802.0,Runner-Up
2011,CHAPRA,Krishnanagar,Others,12023.0,Others
2014,Chapra,Krishnanagar,AITC,64016.0,Winner
2014,Chapra,Krishnanagar,CPM,62534.0,Runner-Up
2014,Chapra,Krishnanagar,Others,51954.0,Others
2016,CHAPRA,Krishnanagar,AITC,89556.0,Winner
2016,CHAPRA,Krishnanagar,CPM,76093.0,Runner-Up
2016,CHAPRA,Krishnanagar,Others,21746.0,Others
2019,Chapra,Krishnanagar,AITC,104975.0,Winner
2019,Chapra,Krishnanagar,BJP,55603.0,Runner-Up
2019,Chapra,Krishnanagar,Others,34564.0,Others
2021,CHAPRA,Krishnanagar,AITC,73866.0,Winner
2021,CHAPRA,Krishnanagar,IND,61748.0,Runner-Up
2021,CHAPRA,Krishnanagar,Others,77561.0,Others
2024,Chapra,Krishnanagar,AITC,113538.0,Winner
2024,Chapra,Krishnanagar,BJP,56663.0,Runner-Up
2024,Chapra,Krishnanagar,Others,31723.0,Others
2009,Krishnanagar Uttar,Krishnanagar,AITC,75258.0,Winner
2009,Krishnanagar Uttar,Krishnanagar,CPM,42595.0,Runner-Up
2009,Krishnanagar Uttar,Krishnanagar,Others,37225.0,Others
2011,KRISHNANAGAR UTTAR,Krishnanagar,AITC,96677.0,Winner
2011,KRISHNANAGAR UTTAR,Krishnanagar,CPM,61567.0,Runner-Up
2011,KRISHNANAGAR UTTAR,Krishnanagar,Others,12285.0,Others
2014,Krishnanagar Uttar,Krishnanagar,BJP,72962.0,Winner
2014,Krishnanagar Uttar,Krishnanagar,AITC,64834.0,Runner-Up
2014,Krishnanagar Uttar,Krishnanagar,Others,41562.0,Others
2016,KRISHNANAGAR UTTAR,Krishnanagar,AITC,82864.0,Winner
2016,KRISHNANAGAR UTTAR,Krishnanagar,INC,69949.0,Runner-Up
2016,KRISHNANAGAR UTTAR,Krishnanagar,Others,34925.0,Others
2019,Krishnanagar Uttar,Krishnanagar,BJP,115875.0,Winner
2019,Krishnanagar Uttar,Krishnanagar,AITC,62324.0,Runner-Up
2019,Krishnanagar Uttar,Krishnanagar,Others,18158.0,Others
2021,KRISHNANAGAR UTTAR,Krishnanagar,BJP,109357.0,Winner
2021,KRISHNANAGAR UTTAR,Krishnanagar,AITC,74268.0,Runner-Up
2021,KRISHNANAGAR UTTAR,Krishnanagar,Others,18180.0,Others
2024,Krishnanagar Uttar,Krishnanagar,BJP,119038.0,Winner
2024,Krishnanagar Uttar,Krishnanagar,AITC,65568.0,Runner-Up
2024,Krishnanagar Uttar,Krishnanagar,Others,16166.0,Others
2009,Nabadwip,Ranaghat,AITC,78088.0,Winner
2009,Nabadwip,Ranaghat,CPM,68344.0,Runner-Up
2009,Nabadwip,Ranaghat,Others,13541.0,Others
2011,NABADWIP,Ranaghat,AITC,94117.0,Winner
2011,NABADWIP,Ranaghat,CPM,71282.0,Runner-Up
2011,NABADWIP,Ranaghat,Others,10670.0,Others
2014,Nabadwip,Ranaghat,AITC,85066.0,Winner
2014,Nabadwip,Ranaghat,CPM,59541.0,Runner-Up
2014,Nabadwip,Ranaghat,Others,41809.0,Others
2016,NABADWIP,Ranaghat,AITC,102228.0,Winner
2016,NABADWIP,Ranaghat,CPM,66432.0,Runner-Up
2016,NABADWIP,Ranaghat,Others,26112.0,Others
2019,Nabadwip,Ranaghat,AITC,88421.0,Winner
2019,Nabadwip,Ranaghat,BJP,84357.0,Runner-Up
2019,Nabadwip,Ranaghat,Others,29451.0,Others
2021,NABADWIP,Ranaghat,AITC,102170.0,Winner
2021,NABADWIP,Ranaghat,BJP,83599.0,Runner-Up
2021,NABADWIP,Ranaghat,Others,24820.0,Others
2024,Nabadwip,Ranaghat,AITC,92208.0,Winner
2024,Nabadwip,Ranaghat,BJP,86652.0,Runner-Up
2024,Nabadwip,Ranaghat,Others,27989.0,Others
2009,Krishnanagar Dakshin,Krishnanagar,AITC,52991.0,Winner
2009,Krishnanagar Dakshin,Krishnanagar,CPM,50913.0,Runner-Up
2009,Krishnanagar Dakshin,Krishnanagar,Others,36076.0,Others
2011,KRISHNANAGAR DAKSHIN,Krishnanagar,AITC,71392.0,Winner
2011,KRISHNANAGAR DAKSHIN,Krishnanagar,CPM,60364.0,Runner-Up
2011,KRISHNANAGAR DAKSHIN,Krishnanagar,Others,22175.0,Others
2014,Krishnanagar Dakshin,Krishnanagar,AITC,56418.0,Winner
2014,Krishnanagar Dakshin,Krishnanagar,CPM,48517.0,Runner-Up
2014,Krishnanagar Dakshin,Krishnanagar,Others,61703.0,Others
2016,KRISHNANAGAR DAKSHIN,Krishnanagar,AITC,80711.0,Winner
2016,KRISHNANAGAR DAKSHIN,Krishnanagar,CPM,67897.0,Runner-Up
2016,KRISHNANAGAR DAKSHIN,Krishnanagar,Others,28456.0,Others
2019,Krishnanagar Dakshin,Krishnanagar,BJP,82781.0,Winner
2019,Krishnanagar Dakshin,Krishnanagar,AITC,76057.0,Runner-Up
2019,Krishnanagar Dakshin,Krishnanagar,Others,26922.0,Others
2021,KRISHNANAGAR DAKSHIN,Krishnanagar,AITC,91738.0,Winner
2021,KRISHNANAGAR DAKSHIN,Krishnanagar,BJP,82433.0,Runner-Up
2021,KRISHNANAGAR DAKSHIN,Krishnanagar,Others,21514.0,Others
2024,Krishnanagar Dakshin,Krishnanagar,BJP,86184.0,Winner
2024,Krishnanagar Dakshin,Krishnanagar,AITC,77246.0,Runner-Up
2024,Krishnanagar Dakshin,Krishnanagar,Others,28120.0,Others
2009,Santipur,Ranaghat,AITC,77568.0,Winner
2009,Santipur,Ranaghat,CPM,66377.0,Runner-Up
2009,Santipur,Ranaghat,Others,15903.0,Others
2011,SANTIPUR,Ranaghat,INC,98902.0,Winner
2011,SANTIPUR,Ranaghat,RCPI(R),60744.0,Runner-Up
2011,SANTIPUR,Ranaghat,Others,11543.0,Others
2014,Santipur,Ranaghat,AITC,69651.0,Winner
2014,Santipur,Ranaghat,CPM,52403.0,Runner-Up
2014,Santipur,Ranaghat,Others,64713.0,Others
2016,SANTIPUR,Ranaghat,INC,103566.0,Winner
2016,SANTIPUR,Ranaghat,AITC,84078.0,Runner-Up
2016,SANTIPUR,Ranaghat,Others,12436.0,Others
2019,Santipur,Ranaghat,BJP,112599.0,Winner
2019,Santipur,Ranaghat,AITC,77587.0,Runner-Up
2019,Santipur,Ranaghat,Others,19357.0,Others
2021,SANTIPUR,Ranaghat,BJP,109722.0,Winner
2021,SANTIPUR,Ranaghat,AITC,93844.0,Runner-Up
2021,SANTIPUR,Ranaghat,Others,16126.0,Others
2021,SANTIPUR,Ranaghat,BJP,109722.0,Winner
2021,SANTIPUR,Ranaghat,BJP,47412.0,Runner-Up
2021,SANTIPUR,Ranaghat,Others,62558.0,Others
2021,SANTIPUR,Ranaghat,AITC,112087.0,Winner
2021,SANTIPUR,Ranaghat,AITC,93844.0,Runner-Up
2021,SANTIPUR,Ranaghat,AITC,112087.0,Winner
2021,SANTIPUR,Ranaghat,BJP,47412.0,Runner-Up
2021,SANTIPUR,Ranaghat,Others,42835.0,Others
2024,Santipur,Ranaghat,BJP,110823.0,Winner
2024,Santipur,Ranaghat,AITC,80876.0,Runner-Up
2024,Santipur,Ranaghat,Others,21605.0,Others
2009,Ranaghat Uttar paschim,Ranaghat,AITC,89427.0,Winner
2009,Ranaghat Uttar paschim,Ranaghat,CPM,68808.0,Runner-Up
2009,Ranaghat Uttar paschim,Ranaghat,Others,13536.0,Others
2011,RANAGHAT UTTAR PASCHIM,Ranaghat,AITC,101395.0,Winner
2011,RANAGHAT UTTAR PASCHIM,Ranaghat,CPM,74051.0,Runner-Up
2011,RANAGHAT UTTAR PASCHIM,Ranaghat,Others,10891.0,Others
2014,Ranaghat Uttar paschim,Ranaghat,AITC,84992.0,Winner
2014,Ranaghat Uttar paschim,Ranaghat,CPM,55980.0,Runner-Up
2014,Ranaghat Uttar paschim,Ranaghat,Others,58207.0,Others
2016,RANAGHAT UTTAR PASCHIM,Ranaghat,INC,109607.0,Winner
2016,RANAGHAT UTTAR PASCHIM,Ranaghat,AITC,86187.0,Runner-Up
2016,RANAGHAT UTTAR PASCHIM,Ranaghat,Others,14792.0,Others
2019,Ranaghat Uttar paschim,Ranaghat,BJP,119000.0,Winner
2019,Ranaghat Uttar paschim,Ranaghat,AITC,74568.0,Runner-Up
2019,Ranaghat Uttar paschim,Ranaghat,Others,21625.0,Others
2021,RANAGHAT UTTAR PASCHIM,Ranaghat,BJP,113637.0,Winner
2021,RANAGHAT UTTAR PASCHIM,Ranaghat,AITC,90509.0,Runner-Up
2021,RANAGHAT UTTAR PASCHIM,Ranaghat,Others,19047.0,Others
2024,Ranaghat Uttar Paschim,Ranaghat,BJP,115286.0,Winner
2024,Ranaghat Uttar Paschim,Ranaghat,AITC,81087.0,Runner-Up
2024,Ranaghat Uttar Paschim,Ranaghat,Others,21998.0,Others
2009,Krishnaganj,Ranaghat,AITC,86388.0,Winner
2009,Krishnaganj,Ranaghat,CPM,69377.0,Runner-Up
2009,Krishnaganj,Ranaghat,Others,13064.0,Others
2011,KRISHNAGANJ,Ranaghat,AITC,96550.0,Winner
2011,KRISHNAGANJ,Ranaghat,CPM,75616.0,Runner-Up
2011,KRISHNAGANJ,Ranaghat,Others,12909.0,Others
2014,Krishnaganj,Ranaghat,AITC,97774.0,Winner
2014,Krishnaganj,Ranaghat,CPM,61064.0,Runner-Up
2014,Krishnaganj,Ranaghat,Others,42370.0,Others
2016,KRISHNAGANJ,Ranaghat,AITC,114626.0,Winner
2016,KRISHNAGANJ,Ranaghat,CPM,70698.0,Runner-Up
2016,KRISHNAGANJ,Ranaghat,Others,28068.0,Others
2019,Krishnaganj,Ranaghat,BJP,121236.0,Winner
2019,Krishnaganj,Ranaghat,AITC,83729.0,Runner-Up
2019,Krishnaganj,Ranaghat,Others,16606.0,Others
2021,KRISHNAGANJ,Ranaghat,BJP,117668.0,Winner
2021,KRISHNAGANJ,Ranaghat,AITC,96391.0,Runner-Up
2021,KRISHNAGANJ,Ranaghat,Others,17879.0,Others
2024,Krishnaganj,Ranaghat,BJP,118880.0,Winner
2024,Krishnaganj,Ranaghat,AITC,91755.0,Runner-Up
2024,Krishnaganj,Ranaghat,Others,17113.0,Others
2009,Ranaghat Uttar Purba,Ranaghat,AITC,79433.0,Winner
2009,Ranaghat Uttar Purba,Ranaghat,CPM,57747.0,Runner-Up
2009,Ranaghat Uttar Purba,Ranaghat,Others,16033.0,Others
2011,RANAGHAT UTTAR PURBA,Ranaghat,AITC,93836.0,Winner
2011,RANAGHAT UTTAR PURBA,Ranaghat,CPM,62644.0,Runner-Up
2011,RANAGHAT UTTAR PURBA,Ranaghat,Others,14025.0,Others
2014,Ranaghat Uttar Purba,Ranaghat,AITC,85168.0,Winner
2014,Ranaghat Uttar Purba,Ranaghat,CPM,46948.0,Runner-Up
2014,Ranaghat Uttar Purba,Ranaghat,Others,50221.0,Others
2016,RANAGHAT UTTAR PURBA,Ranaghat,AITC,93215.0,Winner
2016,RANAGHAT UTTAR PURBA,Ranaghat,CPM,78243.0,Runner-Up
2016,RANAGHAT UTTAR PURBA,Ranaghat,Others,22220.0,Others
2019,Ranaghat Uttar Purba,Ranaghat,BJP,116837.0,Winner
2019,Ranaghat Uttar Purba,Ranaghat,AITC,73611.0,Runner-Up
2019,Ranaghat Uttar Purba,Ranaghat,Others,12869.0,Others
2021,RANAGHAT UTTAR PURBA,Ranaghat,BJP,116786.0,Winner
2021,RANAGHAT UTTAR PURBA,Ranaghat,AITC,85004.0,Runner-Up
2021,RANAGHAT UTTAR PURBA,Ranaghat,Others,12946.0,Others
2024,Ranaghat Uttar Purba,Ranaghat,BJP,118534.0,Winner
2024,Ranaghat Uttar Purba,Ranaghat,AITC,79135.0,Runner-Up
2024,Ranaghat Uttar Purba,Ranaghat,Others,14585.0,Others
2009,Ranaghat Dakshin,Ranaghat,AITC,87897.0,Winner
2009,Ranaghat Dakshin,Ranaghat,CPM,71460.0,Runner-Up
2009,Ranaghat Dakshin,Ranaghat,Others,16309.0,Others
2011,RANAGHAT DAKSHIN,Ranaghat,AITC,99432.0,Winner
2011,RANAGHAT DAKSHIN,Ranaghat,CPM,79824.0,Runner-Up
2011,RANAGHAT DAKSHIN,Ranaghat,Others,14827.0,Others
2014,Ranaghat Dakshin,Ranaghat,AITC,78622.0,Winner
2014,Ranaghat Dakshin,Ranaghat,CPM,59611.0,Runner-Up
2014,Ranaghat Dakshin,Ranaghat,Others,69358.0,Others
2016,RANAGHAT DAKSHIN,Ranaghat,CPM,104159.0,Winner
2016,RANAGHAT DAKSHIN,Ranaghat,AITC,86906.0,Runner-Up
2016,RANAGHAT DAKSHIN,Ranaghat,Others,28150.0,Others
2019,Ranaghat Dakshin,Ranaghat,BJP,124607.0,Winner
2019,Ranaghat Dakshin,Ranaghat,AITC,79676.0,Runner-Up
2019,Ranaghat Dakshin,Ranaghat,Others,23714.0,Others
2021,RANAGHAT DAKSHIN,Ranaghat,BJP,119260.0,Winner
2021,RANAGHAT DAKSHIN,Ranaghat,AITC,102745.0,Runner-Up
2021,RANAGHAT DAKSHIN,Ranaghat,Others,19682.0,Others
2024,Ranaghat Dakshin,Ranaghat,BJP,123568.0,Winner
2024,Ranaghat Dakshin,Ranaghat,AITC,86632.0,Runner-Up
2024,Ranaghat Dakshin,Ranaghat,Others,25991.0,Others
2009,Chakdaha,Ranaghat,AITC,75380.0,Winner
2009,Chakdaha,Ranaghat,CPM,70155.0,Runner-Up
2009,Chakdaha,Ranaghat,Others,10500.0,Others
2011,CHAKDAHA,Ranaghat,AITC,88771.0,Winner
2011,CHAKDAHA,Ranaghat,CPM,74672.0,Runner-Up
2011,CHAKDAHA,Ranaghat,Others,9952.0,Others
2014,Chakdaha,Ranaghat,AITC,87272.0,Winner
2014,Chakdaha,Ranaghat,CPM,51662.0,Runner-Up
2014,Chakdaha,Ranaghat,Others,46758.0,Others
2016,CHAKDAHA,Ranaghat,AITC,94241.0,Winner
2016,CHAKDAHA,Ranaghat,CPM,70588.0,Runner-Up
2016,CHAKDAHA,Ranaghat,Others,25057.0,Others
2019,Chakdaha,Ranaghat,BJP,101131.0,Winner
2019,Chakdaha,Ranaghat,AITC,71144.0,Runner-Up
2019,Chakdaha,Ranaghat,Others,26830.0,Others
2021,CHAKDAHA,Ranaghat,BJP,99368.0,Winner
2021,CHAKDAHA,Ranaghat,AITC,87688.0,Runner-Up
2021,CHAKDAHA,Ranaghat,Others,25008.0,Others
2024,Chakdaha,Ranaghat,BJP,104303.0,Winner
2024,Chakdaha,Ranaghat,AITC,80583.0,Runner-Up
2024,Chakdaha,Ranaghat,Others,22595.0,Others
2009,Kalyani,Bangaon,CPM,76366.0,Winner
2009,Kalyani,Bangaon,AITC,72744.0,Runner-Up
2009,Kalyani,Bangaon,Others,10432.0,Others
2011,KALYANI,Bangaon,AITC,92322.0,Winner
2011,KALYANI,Bangaon,CPM,76632.0,Runner-Up
2011,KALYANI,Bangaon,Others,10154.0,Others
2014,Kalyani,Bangaon,AITC,96365.0,Winner
2014,Kalyani,Bangaon,CPM,46583.0,Runner-Up
2014,Kalyani,Bangaon,Others,41624.0,Others
2016,KALYANI,Bangaon,AITC,95795.0,Winner
2016,KALYANI,Bangaon,CPM,69700.0,Runner-Up
2016,KALYANI,Bangaon,Others,24293.0,Others
2019,Kalyani,Bangaon,BJP,93292.0,Winner
2019,Kalyani,Bangaon,AITC,86236.0,Runner-Up
2019,Kalyani,Bangaon,Others,25819.0,Others
2021,KALYANI,Bangaon,BJP,97026.0,Winner
2021,KALYANI,Bangaon,AITC,94820.0,Runner-Up
2021,KALYANI,Bangaon,Others,28492.0,Others
2024,Kalyani,Bangaon,BJP,104680.0,Winner
2024,Kalyani,Bangaon,AITC,94258.0,Runner-Up
2024,Kalyani,Bangaon,Others,18755.0,Others
2009,Haringhata,Bangaon,AITC,74502.0,Winner
2009,Haringhata,Bangaon,CPM,62973.0,Runner-Up
2009,Haringhata,Bangaon,Others,17274.0,Others
2011,HARINGHATA,Bangaon,AITC,83366.0,Winner
2011,HARINGHATA,Bangaon,CPM,70363.0,Runner-Up
2011,HARINGHATA,Bangaon,Others,14851.0,Others
2014,Haringhata,Bangaon,AITC,70585.0,Winner
2014,Haringhata,Bangaon,CPM,62140.0,Runner-Up
2014,Haringhata,Bangaon,Others,49943.0,Others
2016,HARINGHATA,Bangaon,AITC,94530.0,Winner
2016,HARINGHATA,Bangaon,CPM,73181.0,Runner-Up
2016,HARINGHATA,Bangaon,Others,23648.0,Others
2019,Haringhata,Bangaon,BJP,94366.0,Winner
2019,Haringhata,Bangaon,AITC,84899.0,Runner-Up
2019,Haringhata,Bangaon,Others,21373.0,Others
2021,HARINGHATA,Bangaon,BJP,97666.0,Winner
2021,HARINGHATA,Bangaon,AITC,82466.0,Runner-Up
2021,HARINGHATA,Bangaon,Others,30742.0,Others
2024,Haringhata,Bangaon,BJP,98538.0,Winner
2024,Haringhata,Bangaon,AITC,87769.0,Runner-Up
2024,Haringhata,Bangaon,Others,19656.0,Others
2009,Bagda,Bangaon,AITC,79585.0,Winner
2009,Bagda,Bangaon,CPM,66394.0,Runner-Up
2009,Bagda,Bangaon,Others,11196.0,Others
2011,BAGDAH,Bangaon,AITC,91821.0,Winner
2011,BAGDAH,Bangaon,AIFB,70865.0,Runner-Up
2011,BAGDAH,Bangaon,Others,10845.0,Others
2014,Bagdah,Bangaon,AITC,84613.0,Winner
2014,Bagdah,Bangaon,CPM,61740.0,Runner-Up
2014,Bagdah,Bangaon,Others,45311.0,Others
2016,BAGDAH,Bangaon,INC,102026.0,Winner
2016,BAGDAH,Bangaon,AITC,89790.0,Runner-Up
2016,BAGDAH,Bangaon,Others,13730.0,Others
2019,Bagdah,Bangaon,BJP,109740.0,Winner
2019,Bagdah,Bangaon,AITC,85283.0,Runner-Up
2019,Bagdah,Bangaon,Others,12931.0,Others
2021,BAGDAH,Bangaon,BJP,108111.0,Winner
2021,BAGDAH,Bangaon,AITC,98319.0,Runner-Up
2021,BAGDAH,Bangaon,Others,12361.0,Others
2024,Bagda,Bangaon,BJP,112704.0,Winner
2024,Bagda,Bangaon,AITC,92090.0,Runner-Up
2024,Bagda,Bangaon,Others,11356.0,Others
2009,Bangaon Uttar,Bangaon,AITC,79929.0,Winner
2009,Bangaon Uttar,Bangaon,CPM,61935.0,Runner-Up
2009,Bangaon Uttar,Bangaon,Others,9523.0,Others
2011,BONGAON UTTAR,Bangaon,AITC,89265.0,Winner
2011,BONGAON UTTAR,Bangaon,CPM,65645.0,Runner-Up
2011,BONGAON UTTAR,Bangaon,Others,8731.0,Others
2014,Bongaon Uttar,Bangaon,AITC,80987.0,Winner
2014,Bongaon Uttar,Bangaon,CPM,51486.0,Runner-Up
2014,Bongaon Uttar,Bangaon,Others,50160.0,Others
2016,BONGAON UTTAR,Bangaon,AITC,95822.0,Winner
2016,BONGAON UTTAR,Bangaon,AIFB,62630.0,Runner-Up
2016,BONGAON UTTAR,Bangaon,Others,30944.0,Others
2019,Bongaon Uttar,Bangaon,BJP,104558.0,Winner
2019,Bongaon Uttar,Bangaon,AITC,76188.0,Runner-Up
2019,Bongaon Uttar,Bangaon,Others,16295.0,Others
2021,BONGAON UTTAR,Bangaon,BJP,97761.0,Winner
2021,BONGAON UTTAR,Bangaon,AITC,87273.0,Runner-Up
2021,BONGAON UTTAR,Bangaon,Others,20141.0,Others
2024,Bangaon Uttar,Bangaon,BJP,109848.0,Winner
2024,Bangaon Uttar,Bangaon,AITC,84818.0,Runner-Up
2024,Bangaon Uttar,Bangaon,Others,14368.0,Others
2009,Bangaon Dakshin,Bangaon,AITC,79878.0,Winner
2009,Bangaon Dakshin,Bangaon,CPM,61087.0,Runner-Up
2009,Bangaon Dakshin,Bangaon,Others,10256.0,Others
2011,BONGAON DAKSHIN,Bangaon,AITC,87677.0,Winner
2011,BONGAON DAKSHIN,Bangaon,CPM,65788.0,Runner-Up
2011,BONGAON DAKSHIN,Bangaon,Others,9765.0,Others
2014,Bongaon Dakshin,Bangaon,AITC,75200.0,Winner
2014,Bongaon Dakshin,Bangaon,CPM,56794.0,Runner-Up
2014,Bongaon Dakshin,Bangaon,Others,45742.0,Others
2016,BONGAON DAKSHIN,Bangaon,AITC,92379.0,Winner
2016,BONGAON DAKSHIN,Bangaon,CPM,65475.0,Runner-Up
2016,BONGAON DAKSHIN,Bangaon,Others,29921.0,Others
2019,Bongaon Dakshin,Bangaon,BJP,105156.0,Winner
2019,Bongaon Dakshin,Bangaon,AITC,76628.0,Runner-Up
2019,Bongaon Dakshin,Bangaon,Others,13707.0,Others
2021,BONGAON DAKSHIN,Bangaon,BJP,97828.0,Winner
2021,BONGAON DAKSHIN,Bangaon,AITC,95824.0,Runner-Up
2021,BONGAON DAKSHIN,Bangaon,Others,14182.0,Others
2024,Bangaon Dakshin,Bangaon,BJP,108457.0,Winner
2024,Bangaon Dakshin,Bangaon,AITC,89780.0,Runner-Up
2024,Bangaon Dakshin,Bangaon,Others,11507.0,Others
2009,Gaighata,Bangaon,AITC,80086.0,Winner
2009,Gaighata,Bangaon,CPM,61284.0,Runner-Up
2009,Gaighata,Bangaon,Others,8819.0,Others
2011,GAIGHATA,Bangaon,AITC,91487.0,Winner
2011,GAIGHATA,Bangaon,CPI,66040.0,Runner-Up
2011,GAIGHATA,Bangaon,Others,7071.0,Others
2014,Gaighata,Bangaon,AITC,75801.0,Winner
2014,Gaighata,Bangaon,CPM,54410.0,Runner-Up
2014,Gaighata,Bangaon,Others,50001.0,Others
2016,GAIGHATA,Bangaon,AITC,93812.0,Winner
2016,GAIGHATA,Bangaon,CPI,64240.0,Runner-Up
2016,GAIGHATA,Bangaon,Others,34897.0,Others
2019,Gaighata,Bangaon,BJP,109922.0,Winner
2019,Gaighata,Bangaon,AITC,73974.0,Runner-Up
2019,Gaighata,Bangaon,Others,18205.0,Others
2021,GAIGHATA,Bangaon,BJP,100808.0,Winner
2021,GAIGHATA,Bangaon,AITC,91230.0,Runner-Up
2021,GAIGHATA,Bangaon,Others,21205.0,Others
2024,Gaighata,Bangaon,BJP,115191.0,Winner
2024,Gaighata,Bangaon,AITC,88186.0,Runner-Up
2024,Gaighata,Bangaon,Others,14327.0,Others
2009,Swarupnagar,Bangaon,AITC,79685.0,Winner
2009,Swarupnagar,Bangaon,CPM,63349.0,Runner-Up
2009,Swarupnagar,Bangaon,Others,10349.0,Others
2011,SWARUPNAGAR,Bangaon,AITC,83641.0,Winner
2011,SWARUPNAGAR,Bangaon,CPM,76227.0,Runner-Up
2011,SWARUPNAGAR,Bangaon,Others,11031.0,Others
2014,Swarupnagar,Bangaon,CPM,70102.0,Winner
2014,Swarupnagar,Bangaon,AITC,66452.0,Runner-Up
2014,Swarupnagar,Bangaon,Others,44489.0,Others
2016,SWARUPNAGAR,Bangaon,AITC,93807.0,Winner
2016,SWARUPNAGAR,Bangaon,CPM,81866.0,Runner-Up
2016,SWARUPNAGAR,Bangaon,Others,17488.0,Others
2019,Swarupnagar (SC),Bangaon,AITC,92174.0,Winner
2019,Swarupnagar (SC),Bangaon,BJP,68203.0,Runner-Up
2019,Swarupnagar (SC),Bangaon,Others,35517.0,Others
